siteID,runID,year,gdd_death,drought_death,shade_death,perm_death,flood_death,nutrient_death,fire_death,harvest_death,wind_death,gddresp_1,gddresp_2,gddresp_3,gddresp_4,droughtresp_1,droughtresp_2,droughtresp_3,droughtresp_4,shaderesp_1,shaderesp_2,shaderesp_3,shaderesp_4,permresp_1,permresp_2,permresp_3,permresp_4,floodresp_1,floodresp_2,floodresp_3,floodresp_4,nutrientresp_1,nutrientresp_2,nutrientresp_3,nutrientresp_4,Loreys_height,Loreys_height_sd,max_height,max_height_sd,total_biomC,total_biomC_sd,basal_area,basal_area_sd,total_stems,total_stems_sd,small_stems,small_stems_sd,med_stems,med_stems_sd,lg_stems,lg_stems_sd,stand_age,stand_age_sd,LAI_1,LAI_2,LAI_3,LAI_4,LAI_5,LAI_6,LAI_7,LAI_8,LAI_9,LAI_10,LAI_11,LAI_12
632,2,130,0.00000,0.00000,0.832310,0.747995E-01,0.00000,0.825050,0.00000,0.00000,0.00000,1.00000,1.00000,1.00000,1.00000,1.19199,1.40595,1.30830,1.63133,1.08116,1.32689,1.29145,1.62889,1.19136,1.40353,1.30481,1.62768,1.19199,1.40595,1.30830,1.63133,1.18973,1.40119,1.30455,1.62244,16.5325,3.07057,30.1349,2.27207,41.2049,12.6859,15.0735,3.05260,2352.00,2359.52,1562.40,2211.51,670.100,785.005,119.500,53.7419,54.8650,43.8487,26.1887,17.9380,11.9193,7.27714,3.72603,1.26115,0.190892E-01,0.00000,0.00000,0.00000,0.00000,0.00000
632,2,135,0.00000,0.00000,0.949750,0.179605E-01,0.00000,1.13303,0.00000,0.00000,0.00000,1.00000,1.00000,1.00000,1.00000,1.18026,1.41843,1.38129,1.60838,1.07692,1.33174,1.35534,1.60601,1.18023,1.41766,1.38018,1.60585,1.18026,1.41843,1.38129,1.60838,1.17812,1.41351,1.37673,1.59983,14.5957,2.38119,30.1350,3.06618,40.9836,13.6712,14.9321,3.40001,2171.20,2145.10,1335.50,1943.97,727.200,789.756,108.500,51.6049,58.2300,46.2543,26.3791,17.8287,11.6813,7.25869,3.82980,1.44426,0.526615E-01,0.00000,0.00000,0.00000,0.00000,0.00000
632,2,140,0.00000,0.00000,1.06201,0.00000,0.416088E-01,1.06044,0.00000,0.00000,0.00000,1.00000,1.00000,1.00000,1.00000,1.15640,1.40857,1.45710,1.59847,1.06778,1.33667,1.42948,1.59582,1.15640,1.40857,1.45710,1.59847,1.15634,1.40692,1.45516,1.59515,1.15456,1.40366,1.45168,1.59014,20.7296,3.99197,30.1438,3.41318,40.1078,13.9051,14.6838,3.81625,2105.80,2185.04,1267.00,2047.91,741.000,787.992,97.8000,48.8579,58.5950,47.9050,26.1309,17.4647,11.1996,6.96257,3.70478,1.46022,0.776548E-01,0.00000,0.00000,0.00000,0.00000,0.00000
632,2,145,0.00000,0.00000,0.871986,0.102352,0.00000,0.898156,0.00000,0.00000,0.00000,1.00000,1.00000,1.00000,1.00000,1.12514,1.36043,1.46197,1.61303,1.05513,1.28872,1.43276,1.61014,1.12491,1.35788,1.45709,1.60506,1.12514,1.36043,1.46197,1.61303,1.12367,1.35607,1.45647,1.60452,17.4658,2.47373,30.0621,4.00535,40.3786,14.1688,14.7127,4.01598,1907.40,1955.09,1072.50,1782.32,743.100,756.233,91.8000,48.9976,61.9050,50.7555,26.3689,17.5410,11.0297,6.86043,3.73308,1.57488,0.143156,0.00000,0.00000,0.00000,0.00000,0.00000
632,2,150,0.00000,0.00000,0.673779,0.417548,0.00000,0.809673,0.00000,0.00000,0.00000,1.00000,1.00000,1.00000,1.00000,1.08522,1.33921,1.46129,1.65091,1.04373,1.27170,1.43645,1.64777,1.08183,1.33091,1.44067,1.61258,1.08519,1.33918,1.46129,1.64935,1.08422,1.33486,1.45568,1.64186,17.2596,2.58476,29.7731,4.91250,39.6152,14.4403,14.4638,4.32657,1860.20,2105.23,1042.60,1944.56,733.000,720.041,84.6000,46.5799,66.0350,55.1245,26.1260,17.3089,10.6666,6.54159,3.57539,1.53839,0.163844,0.00000,0.00000,0.00000,0.00000,0.00000
632,2,155,0.00000,0.00000,0.777447,0.266289,0.00000,0.800680,0.00000,0.00000,0.00000,1.00000,1.00000,1.00000,1.00000,1.08914,1.28644,1.46950,1.66241,1.04475,1.23101,1.44688,1.65907,1.08699,1.27767,1.45502,1.63223,1.08914,1.28644,1.46950,1.66241,1.08810,1.28298,1.46391,1.65323,14.4973,2.73155,29.7924,5.10429,40.0772,14.5791,14.5088,4.43836,1703.60,2074.20,914.000,1883.54,710.100,695.175,79.5000,45.4320,69.2000,59.3509,26.4043,17.5463,10.7435,6.49328,3.60419,1.61145,0.224719,0.00000,0.00000,0.00000,0.00000,0.00000
632,2,160,0.00000,0.00000,1.06327,0.204476E-01,0.00000,0.690597,0.00000,0.00000,0.00000,1.00000,1.00000,1.00000,1.00000,1.10839,1.22348,1.51692,1.68261,1.05537,1.17730,1.49129,1.67888,1.10815,1.22331,1.51563,1.68078,1.10839,1.22348,1.51692,1.68261,1.10712,1.22067,1.51073,1.67321,17.1202,2.70830,29.6265,5.62514,40.3787,15.3642,14.4938,4.48852,1634.10,1895.90,856.300,1668.46,701.800,695.135,76.0000,50.8422,75.3450,67.6042,26.5008,17.6952,10.8180,6.43873,3.59830,1.63649,0.270555,0.00000,0.00000,0.00000,0.00000,0.00000
632,2,165,0.00000,0.00000,0.284375,0.928568,1.00771,0.113341E-01,0.00000,0.00000,0.00000,1.00000,1.00000,1.00000,1.00000,1.11309,1.17616,1.50432,1.71296,1.05260,1.14632,1.48296,1.70932,1.09897,1.15936,1.45515,1.61755,1.10149,1.15793,1.44899,1.56034,1.11174,1.17304,1.49796,1.70319,14.4699,2.85727,29.2410,6.06261,38.6072,14.6206,13.8560,4.50941,1527.50,1836.41,804.500,1639.24,647.200,707.505,75.8000,59.5322,81.0700,75.0357,25.8293,17.2439,10.4788,6.10332,3.41413,1.58496,0.286861,0.00000,0.00000,0.00000,0.00000,0.00000
632,2,170,0.00000,0.00000,1.09539,0.223828,0.00000,0.906737,0.00000,0.00000,0.00000,1.00000,1.00000,1.00000,1.00000,1.11932,1.17422,1.49204,1.73857,1.05587,1.14617,1.47316,1.73463,1.11681,1.16922,1.48245,1.71273,1.11932,1.17422,1.49204,1.73857,1.11791,1.17198,1.48618,1.72846,20.4894,4.03050,28.8016,6.39967,36.8178,14.4426,13.4048,4.68328,1833.30,2323.49,1148.30,2231.34,604.300,726.735,80.7000,70.8421,81.9950,93.6740,24.7440,16.4013,9.88443,5.60487,3.08105,1.42017,0.264566,0.00000,0.00000,0.00000,0.00000,0.00000
632,2,175,0.00000,1.73568,0.118688,0.364788E-01,0.151662E-04,0.601395E-01,0.00000,0.00000,0.00000,1.00000,1.00000,1.00000,1.00000,1.11905,1.16140,1.41596,1.69748,1.07383,1.16672,1.47472,1.76138,1.13885,1.18459,1.47607,1.72474,1.14204,1.19216,1.49029,1.75821,1.14045,1.19115,1.48691,1.75516,12.4266,3.15333,28.7579,6.36041,36.0687,14.0540,13.1895,4.58566,2040.70,2602.26,1390.20,2550.61,566.900,692.433,83.6000,78.5998,85.0400,135.277,24.3611,16.0346,9.65851,5.37288,2.91126,1.37187,0.285714,0.00000,0.00000,0.00000,0.00000,0.00000
632,2,180,0.00000,0.00000,0.666786,0.627997,0.00000,0.849376,0.00000,0.00000,0.00000,1.00000,1.00000,1.00000,1.00000,1.14066,1.22089,1.40900,1.80267,1.07357,1.19246,1.39494,1.79866,1.13512,1.20856,1.37877,1.74116,1.14062,1.22022,1.40734,1.79867,1.13899,1.21770,1.40386,1.79128,14.7422,3.46338,28.4983,6.53831,35.0150,13.8435,12.9066,4.52661,2043.40,2445.01,1382.70,2324.56,574.700,690.514,86.0000,78.9631,98.9850,206.271,23.8629,15.5625,9.38206,5.16442,2.75643,1.33137,0.316619,0.00000,0.00000,0.00000,0.00000,0.00000
632,2,185,0.00000,0.00000,0.114355,2.00220,0.487259E-03,0.109275E-01,0.00000,0.00000,0.00000,1.00000,1.00000,1.00000,1.00000,1.12890,1.26743,1.37503,1.84675,1.06255,1.23724,1.36237,1.84289,1.10596,1.21843,1.30537,1.66470,1.11988,1.23366,1.32410,1.70733,1.12736,1.26190,1.36895,1.83243,12.1488,3.26785,27.7060,6.93833,32.4345,13.3237,12.2067,4.32164,2044.50,2614.20,1377.90,2524.47,580.700,719.051,85.9000,82.4937,109.645,286.599,22.8792,14.6252,8.74278,4.71467,2.44498,1.19981,0.304425,0.00000,0.00000,0.00000,0.00000,0.00000
632,2,190,0.100392E-04,0.00000,0.140661,0.383612,1.48895,0.100499E-02,0.00000,0.00000,0.00000,0.999887,1.00000,1.00000,1.00000,1.12009,1.30726,1.40827,1.83868,1.05450,1.27575,1.39506,1.83475,1.11405,1.28817,1.36881,1.76575,1.10292,1.25323,1.30781,1.54734,1.11865,1.30304,1.40209,1.82741,16.1664,3.01647,26.9745,7.48176,31.2755,13.7581,11.9041,4.32552,2049.90,2490.91,1358.50,2381.69,609.400,744.780,82.0000,78.8612,115.175,362.195,22.1836,14.0331,8.39264,4.53115,2.29892,1.12573,0.295878,0.00000,0.00000,0.00000,0.00000,0.00000
632,2,195,0.00000,0.00000,0.120905,0.755061,0.356613,0.153870E-01,0.00000,0.00000,0.00000,0.999752,1.00000,1.00000,1.00000,1.11644,1.33227,1.38251,1.85943,1.05779,1.30507,1.37551,1.85577,1.10889,1.30279,1.32942,1.75027,1.10039,1.27733,1.29350,1.56862,1.11505,1.32674,1.37415,1.84784,15.9448,3.07193,26.3371,7.65672,29.4241,13.5576,11.4598,4.29192,2106.10,2425.14,1402.10,2279.08,627.300,745.234,76.7000,77.3630,126.660,450.892,20.8252,13.0021,7.67410,4.09465,1.99758,0.958234,0.250189,0.00000,0.00000,0.00000,0.00000,0.00000
632,2,200,0.334184E-03,0.926245,0.496425E-01,0.224241,0.00000,0.757668E-03,0.00000,0.00000,0.00000,1.00000,1.00000,1.00000,1.00000,1.06346,1.31280,1.35356,1.81495,1.04038,1.32686,1.38892,1.86479,1.06849,1.33791,1.37180,1.82225,1.06962,1.34614,1.38006,1.81419,1.06975,1.34751,1.39129,1.85707,11.8411,3.73084,25.6452,7.71517,24.1627,11.4499,10.7301,3.62993,3272.40,3502.23,2598.00,3497.66,605.500,730.872,68.9000,66.1260,134.195,546.499,16.2631,10.8204,6.47804,3.53588,1.74825,0.841451,0.219721,0.00000,0.00000,0.00000,0.00000,0.00000
291,1,0,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.969051,NaN,NaN,NaN,0.969250,NaN,NaN,NaN,0.969250,NaN,NaN,NaN,0.969250,NaN,NaN,NaN,0.969250,NaN,NaN,NaN,0.969250,NaN,NaN,NaN,3.20832,0.381770E-01,5.18354,0.899840E-02,3.80498,0.606830E-01,3.06275,0.758214E-01,100000.,NaN,100000.,NaN,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.875609E-03,0.300300E-02,0.674888E-02,0.983516E-02,0.100000E-01,0.100000E-01,0.100000E-01,0.100000E-01,0.100000E-01,0.100000E-01,0.100000E-01,0.100000E-01
291,1,5,0.321251,0.00000,1.12040,0.00000,0.00000,0.340188,0.00000,0.00000,0.00000,0.934085,NaN,NaN,NaN,0.934625,NaN,NaN,NaN,0.934448,NaN,NaN,NaN,0.934666,NaN,NaN,NaN,0.934666,NaN,NaN,NaN,0.934585,NaN,NaN,NaN,3.46526,0.379029E-01,6.22460,0.199373E-01,6.14876,0.134078,6.83653,0.153926,34431.5,668.895,34431.5,668.895,0.00000,0.00000,0.00000,0.00000,4.00000,0.00000,9.39409,0.140509E-01,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
291,1,10,0.730366,0.00000,1.75693,0.00000,0.00000,0.253955,0.00000,0.00000,0.00000,0.943095,NaN,NaN,NaN,0.944507,NaN,NaN,NaN,0.943888,NaN,NaN,NaN,0.944507,NaN,NaN,NaN,0.944507,NaN,NaN,NaN,0.944391,NaN,NaN,NaN,4.25355,0.256673E-01,6.71074,0.391918E-01,9.11162,0.391380,9.83415,0.409990,14187.1,429.430,12709.5,454.516,1477.60,240.323,0.00000,0.00000,9.00000,0.00000,14.4590,0.149229E-01,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
291,1,15,1.71163,0.00000,1.24277,0.00000,0.00000,0.247347,0.00000,0.00000,0.00000,0.946437,NaN,NaN,NaN,0.949260,NaN,NaN,NaN,0.948232,NaN,NaN,NaN,0.949260,NaN,NaN,NaN,0.949260,NaN,NaN,NaN,0.949136,NaN,NaN,NaN,5.68350,0.452639E-01,7.65701,0.905819E-01,11.1160,0.813361,10.7002,0.727622,7101.40,319.554,5392.60,266.302,1708.80,165.199,0.00000,0.00000,14.0000,0.00000,17.2241,0.252638,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
291,1,20,1.23260,0.00000,0.256469,0.00000,0.878429,0.363961,0.00000,0.00000,0.00000,0.973042,0.863277,NaN,NaN,0.978574,0.900285,NaN,NaN,0.975380,0.898704,NaN,NaN,0.978574,0.900285,NaN,NaN,0.978406,0.899147,NaN,NaN,0.978408,0.900285,NaN,NaN,5.53029,0.801481E-01,9.87288,0.371952,11.5092,1.16589,10.1048,0.965285,4189.90,260.371,3131.70,242.914,1058.20,111.674,0.00000,0.00000,19.0000,0.00000,16.6327,1.18742,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
291,1,25,1.10365,0.00000,0.809834,0.878035E-02,0.00000,0.630158,0.00000,0.00000,0.00000,0.986129,0.841939,NaN,NaN,0.990904,0.897830,NaN,NaN,0.988679,0.893440,NaN,NaN,0.990900,0.897786,NaN,NaN,0.990904,0.897830,NaN,NaN,0.990859,0.897830,NaN,NaN,Infinity,NaN,13.9804,0.648778,13.4940,1.12896,10.6637,0.725057,5654.20,2057.43,4319.10,2083.99,1335.10,139.021,0.00000,0.00000,23.2400,3.17218,16.3656,2.77687,0.127636,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
291,1,30,0.437972,1.08538,0.828810,0.00000,0.00000,0.108368,0.00000,0.00000,0.00000,0.996292,0.892066,1.00000,NaN,0.998797,0.986619,1.55063,NaN,0.999112,0.979576,1.59208,NaN,1.00028,0.999520,1.59228,NaN,1.00028,0.999520,1.59228,NaN,1.00022,0.999485,1.57942,NaN,7.46118,0.603591,17.9326,1.00649,16.8878,2.70436,11.6124,1.30875,5286.80,336.046,3819.40,378.230,1431.40,154.809,36.0000,26.4480,12.8050,1.23475,18.2006,4.74820,1.09009,0.747685E-01,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
291,1,35,0.544237E-01,0.00000,0.578575,0.00000,1.50116,0.00000,0.00000,0.00000,0.00000,0.997826,0.953000,1.00000,NaN,1.00307,1.05292,1.64043,NaN,1.00182,1.02879,1.63974,NaN,1.00307,1.05292,1.64043,NaN,1.00229,1.03840,1.24523,NaN,1.00300,1.05269,1.62673,NaN,8.10582,0.910715,19.9653,1.60029,18.5187,3.64813,11.7467,1.48920,4105.80,365.128,2652.40,426.512,1421.90,197.640,31.5000,25.2376,17.3550,1.56564,19.0879,6.17913,1.83888,0.473648,0.662833E-02,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
291,1,40,0.577253E-01,0.00000,1.13585,0.236444,0.00000,1.22741,0.00000,0.00000,0.00000,0.998826,0.972789,1.00000,NaN,1.00556,1.06117,1.73261,NaN,1.00391,1.04387,1.72433,NaN,1.00550,1.05975,1.71765,NaN,1.00556,1.06117,1.73261,NaN,1.00547,1.05995,1.71755,NaN,12.1736,1.56709,22.2918,2.17023,21.8422,5.03359,12.8076,1.70292,3325.80,584.595,1580.40,660.814,1726.60,220.671,18.8000,19.7105,21.8450,2.62974,19.9176,8.03866,2.48773,0.940986,0.150219,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
291,1,45,0.641942E-02,0.00000,0.875254,0.666018,0.00000,0.646441,0.00000,0.00000,0.00000,0.999752,0.991656,1.00000,1.00000,1.00719,1.04337,1.90476,2.00000,1.00523,1.03577,1.89596,2.00000,1.00689,1.03972,1.84310,1.92666,1.00719,1.04337,1.90476,2.00000,1.00710,1.04257,1.88555,1.97860,19.5854,1.18580,22.9620,2.81073,22.3757,4.96140,13.0016,1.60681,3723.80,1772.09,1987.70,1806.22,1724.60,202.226,11.5000,14.3800,25.1150,5.15116,20.1411,8.77288,2.59719,0.973859,0.258501,0.453646E-02,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
291,1,50,0.00000,0.00000,0.218618,2.20749,0.00000,0.00000,0.00000,0.00000,0.00000,0.999985,0.997433,0.957153,1.00000,1.00691,1.04170,1.72740,1.95283,1.00465,1.03675,1.65742,1.95271,1.00589,1.03144,1.54577,1.72939,1.00684,1.04051,1.71067,1.92832,1.00682,1.04091,1.71442,1.93244,10.9664,1.38473,23.6675,3.16239,22.7563,5.43512,13.2786,1.63733,4626.80,2340.34,3075.30,2385.34,1528.80,177.494,22.7000,20.7088,22.8200,8.96658,19.8379,9.69958,3.14553,1.11521,0.384848,0.439155E-01,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
291,1,55,0.00000,0.00000,0.118193,2.07247,0.00000,0.00000,0.00000,0.00000,0.00000,0.999993,0.998744,0.981301,1.00000,1.00701,1.04256,1.71943,1.96552,1.00436,1.03922,1.68521,1.96552,1.00544,1.02968,1.49479,1.67692,1.00699,1.04250,1.71800,1.96552,1.00692,1.04178,1.70495,1.94485,18.2289,1.19191,23.4578,3.62081,23.6500,5.20889,13.7102,1.56301,4773.10,2103.27,3382.50,2135.43,1364.00,184.952,26.6000,22.5161,19.5400,9.54115,20.9886,10.3622,3.40589,1.01505,0.389393,0.760741E-01,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
291,1,60,0.00000,0.00000,0.817299E-01,1.78707,0.00000,0.00000,0.00000,0.00000,0.00000,0.995019,0.995714,0.986226,0.999041,1.00265,1.03064,1.75202,1.99904,0.999669,1.02900,1.72905,1.99904,1.00071,1.02162,1.50227,1.68255,1.00265,1.03064,1.75202,1.99904,1.00256,1.03020,1.73661,1.97764,9.61561,1.00860,22.8259,3.80737,22.7286,4.28543,13.5832,1.62948,4618.80,1743.24,3348.10,1803.98,1247.40,233.017,23.3000,22.2166,20.6550,8.62076,20.6813,10.3159,3.32457,0.746947,0.262457,0.518567E-01,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
